Symbol,Timeframe,Strategy,Wins,Losses,Neither,Consecutive SL,Final Balance,Win Rate
Volatility 75 (1s) Index,M5,AMSstrategy,9,24,1,5,11050,27.27272727272727
Volatility 75 (1s) Index,M5,AMSstrategy,9,24,1,5,11050,27.27272727272727
Volatility 75 (1s) Index,M5,AMSstrategy,9,24,1,5,11050,27.27272727272727
