Open,High,Low,Close,Volume,smoothed_close,Is_High,Is_Low,Up Trend,Down Trend,Trend
6264.779,6268.037,6264.658,6267.238,150,6266.160799026571,,,,,
6267.27,6268.925,6265.596,6266.599,150,6266.925309997001,,,,,
6266.863,6267.413,6264.46,6266.719,150,6267.365350110014,6267.413,,,,
6267.011,6268.193,6266.319,6266.988,150,6266.490653919523,,,,,
6266.862,6267.317,6264.771,6266.072,150,6265.414265576683,,6264.771,,,
6265.983,6266.974,6264.472,6265.386,150,6265.781725127052,,,,,
6265.503,6266.042,6264.226,6265.479,150,6266.988925288434,,,,,
6265.765,6269.571,6264.994,6269.571,150,6268.15821617536,,,,,
6269.585,6270.06,6268.287,6269.839,150,6269.068763759046,,,,,
6269.866,6269.979,6266.573,6268.448,149,6269.288321169176,6269.979,,,,
6268.746,6270.735,6267.355,6267.727,150,6268.700462372645,,,,,
6267.743,6270.427,6267.338,6269.189,149,6268.345118181002,,,,,
6269.136,6269.701,6267.251,6268.351,150,6267.743639247167,,6267.251,,,
6268.337,6269.626,6266.985,6267.542,150,6267.835668591618,,,,,
6267.524,6268.36,6265.895,6267.488,150,6268.1399337686025,,,,,
6267.475,6269.683,6266.718,6269.551,148,6269.426889617155,,,,,
6269.598,6271.817,6269.534,6271.037,150,6271.068625112987,,,,,
6271.175,6273.465,6270.012,6273.465,150,6272.036871310211,,,,,
6273.668,6273.668,6269.854,6270.339,150,6272.064464122165,6273.668,,,,
6270.678,6272.739,6270.542,6271.73,150,6271.321988015108,,,,,
6271.617,6272.084,6269.583,6270.501,149,6270.3292264053125,,,,E,
6270.425,6271.08,6269.674,6269.805,150,6269.526924480501,,,,E,
6269.849,6271.057,6267.438,6267.805,149,6268.096028801568,,,,E,
6267.993,6268.644,6265.098,6266.129,150,6266.450324400089,,,,E,
6265.97,6267.387,6265.618,6266.209,150,6265.227395203837,,,,E,
6266.45,6266.45,6263.416,6264.305,148,6265.304911962459,,,,E,
6264.5,6265.654,6263.089,6264.939,149,6265.224042128027,,,,E,
6264.965,6266.375,6264.105,6266.063,149,6264.642256827252,,,,E,
6265.94,6266.836,6262.873,6263.923,150,6264.275913847083,,,,E,
6264.147,6264.431,6263.082,6263.484,149,6264.449849504613,,,,E,
6263.352,6264.301,6262.306,6264.06,149,6264.234156006174,,,,E,
6264.206,6265.222,6262.464,6264.475,150,6263.225760394495,,,,E,
6264.642,6265.998,6262.38,6262.625,150,6262.167191812021,,,,E,
6262.635,6262.635,6257.907,6257.968,150,6259.964207561367,,,,E,
6257.961,6258.984,6256.901,6258.471,148,6257.717671823309,,,,E,
6258.41,6259.435,6257.159,6257.801,150,6256.876369763893,,,,E,
6257.795,6258.053,6255.726,6255.796,148,6256.567471796491,,,,E,
6255.704,6257.235,6255.379,6255.754,150,6256.250118316928,,6255.379,,E,
6255.539,6258.431,6254.898,6257.931,150,6256.4859850553685,,,,,
6257.826,6257.945,6256.038,6256.76,149,6257.737112124821,,,,,
6256.842,6259.372,6255.13,6259.372,150,6260.045036744282,,,B,,
6259.404,6262.81,6258.901,6262.81,148,6261.582535330736,,,B,,
6262.717,6265.43,6262.439,6263.126,150,6262.895509351323,,,B,,
6263.168,6264.611,6261.184,6262.952,149,6264.127558752172,6264.611,,B,,
6262.732,6265.939,6262.49,6264.136,149,6264.014590788799,,,B,,
6264.432,6265.507,6262.799,6263.301,149,6262.807724858129,,,,F,
6263.222,6263.471,6260.694,6262.125,148,6261.47939560804,,,,F,
6262.064,6262.568,6257.837,6258.529,150,6259.526482968621,,,,F,
6258.481,6259.206,6257.941,6258.476,150,6258.613135546467,,6257.941,,F,
6258.484,6260.895,6257.181,6260.103,150,6259.465809257482,,,,,
6260.29,6261.236,6258.902,6259.931,150,6260.6068320060285,,,,,
6260.002,6262.32,6258.731,6261.873,149,6261.173991650605,,,,,
6261.938,6263.803,6260.83,6261.841,149,6261.269250366456,,,,,
6261.863,6261.863,6259.698,6260.238,150,6261.711197196406,,,,,
6260.233,6263.367,6259.994,6263.228,149,6263.207412837626,,,,,
6263.462,6265.943,6262.904,6264.947,149,6264.019091125314,6265.943,,,,
6265.122,6265.363,6263.403,6263.446,149,6263.447625113804,,,,,
6263.167,6263.26,6260.065,6262.201,150,6262.176838601641,,,,,
6261.936,6261.936,6258.857,6259.748,150,6260.516808988174,,,C,,
6259.651,6261.444,6259.199,6260.36,150,6260.274629556252,,6259.199,C,,
6260.577,6264.396,6260.519,6262.889,150,6261.997609230293,,,C,,
6262.926,6264.461,6262.572,6263.785,149,6264.36532547715,,,C,,
6264.101,6266.355,6264.101,6265.254,150,6265.797544483579,,,C,,
6265.261,6267.143,6264.848,6266.895,149,6265.89309139433,6267.143,,C,G,
6267.007,6267.031,6263.928,6265.093,149,6265.136460353907,,,,G,
6265.005,6265.005,6262.172,6263.248,148,6264.015605191833,,,,G,
6263.132,6265.625,6262.244,6262.508,149,6262.5810028229125,,,,G,
6262.511,6263.686,6261.607,6263.518,149,6262.182253866168,,6261.607,,G,
6263.363,6264.479,6261.351,6261.936,149,6262.850040243788,,,,G,
6261.747,6263.374,6260.817,6262.751,149,6263.621634940144,6263.374,,,,
6262.57,6265.073,6262.014,6264.626,150,6263.40164113211,,,,,
6264.407,6264.951,6261.564,6262.3,150,6262.016684072093,,,,H,
6262.133,6262.634,6258.472,6258.472,150,6259.339994746789,,,,H,
6258.439,6258.807,6255.681,6257.214,150,6256.936997035389,,,,H,
6256.969,6256.969,6254.041,6254.474,150,6254.777841698441,,,,H,
6254.831,6255.753,6253.814,6254.437,150,6254.094981555822,,6253.814,,H,
6254.43,6255.383,6253.33,6254.443,149,6254.140980209734,,,,H,
6254.595,6255.44,6253.421,6254.137,150,6254.310771567908,,,,H,
6254.189,6254.77,6252.987,6254.053,150,6255.1309600184795,,,D,H,
6254.266,6259.215,6253.654,6257.747,149,6256.169240809853,,,D,,
6257.72,6257.72,6255.75,6256.016,150,6256.6929364619755,,,D,,
6256.168,6258.122,6256.096,6257.476,149,6257.578464527562,,,D,,
6257.837,6259.23,6256.8,6257.922,150,6257.765247001637,,,D,,
6258.046,6258.994,6256.83,6257.854,150,6258.018386320493,,,D,,
6257.963,6260.026,6257.314,6258.621,149,6258.375922866407,6260.026,,D,,
6258.638,6259.212,6257.289,6257.632,150,6257.957527793079,,,,,
6257.611,6257.611,6255.014,6255.441,149,6255.681932962285,,,,,
6255.498,6255.877,6254.227,6255.067,149,6253.365025707219,,,,,
6254.837,6254.837,6251.156,6251.422,150,6252.789757838125,,6251.156,,,
6251.269,6253.333,6250.088,6253.217,149,6254.128828103133,,,,,
6253.501,6257.276,6253.337,6256.63,150,6256.1585361389525,,,,,
6256.774,6259.879,6256.774,6258.718,149,6256.968391166448,6259.879,,,I,
6258.538,6259.02,6255.734,6255.734,149,6256.301296133554,,,,I,
6255.856,6256.876,6252.499,6252.499,150,6254.416013861614,,,E,I,
6252.463,6254.542,6252.315,6254.542,150,6252.966843852372,,6252.315,E,,
6254.602,6254.602,6251.867,6253.711,150,6253.787516890355,,,E,,
6253.581,6255.986,6252.969,6254.835,150,6255.222013457675,,,E,,
6254.655,6255.71,6253.865,6255.219,150,6255.466619864971,6255.71,,E,,
6255.24,6256.726,6254.657,6255.933,150,6254.843618922807,,,E,,
6255.851,6255.851,6252.624,6254.046,150,6254.481946288592,,6252.624,,,
6254.026,6256.141,6253.777,6254.588,149,6255.3774919877815,,,,,
6254.369,6257.801,6254.337,6257.37,150,6257.041375148176,,,,,
6257.412,6259.871,6257.179,6259.871,150,6259.282183197438,,,,,
6259.931,6260.293,6258.02,6259.7,149,6260.320480007108,6260.293,,,,
6259.625,6260.285,6258.503,6259.868,150,6259.195633863752,,,,,
6259.967,6259.967,6255.659,6256.114,150,6256.656415395886,,,,J,
6256.072,6256.323,6254.115,6254.279,150,6254.301348496159,,,,J,
6254.064,6254.187,6251.316,6251.878,149,6251.935663209036,,,,J,
6251.84,6253.353,6250.561,6250.561,149,6250.0630069971085,,,,J,
6250.647,6252.149,6249.233,6249.842,149,6249.727608827795,,6249.233,,J,
6249.614,6250.216,6247.918,6248.643,150,6249.869126663282,,,F,J,
6248.678,6251.038,6248.188,6250.669,150,6249.955334093621,,,F,,
6250.628,6253.165,6250.259,6252.194,150,6251.008063262967,,,F,,
6252.302,6252.302,6250.084,6250.65,150,6251.931646652279,,,F,,
6250.993,6253.185,6250.692,6251.445,149,6252.677092741834,6253.185,,F,,
6251.505,6255.441,6250.854,6254.408,150,6251.973751915431,,,F,,
6254.122,6255.019,6250.37,6250.88,150,6251.200356034514,,,,,
6251.169,6252.175,6248.01,6248.871,149,6250.313600347445,,,,,
6248.943,6250.25,6248.52,6249.838,149,6249.195300711026,,6248.52,,,
6249.97,6249.984,6247.568,6249.744,149,6249.635621750134,,,,,
6249.679,6251.571,6249.544,6251.312,150,6250.654688380774,,,,,
6251.188,6251.605,6248.631,6249.127,149,6250.785841429624,6251.605,,,,
6249.058,6252.594,6248.626,6252.137,149,6250.331703591482,,,,,
6252.231,6252.78,6249.496,6249.496,149,6249.920596443864,,,,,
6249.543,6249.894,6247.013,6248.149,150,6249.800025034522,,,,,
6247.978,6250.832,6247.62,6250.832,150,6248.891083723537,,,,,
6250.971,6251.066,6246.319,6246.791,149,6247.273656075308,,,,,
6246.994,6247.501,6243.757,6244.368,150,6244.907091531228,,,,,
6244.626,6244.714,6241.618,6243.548,150,6242.616703053911,,,,,
6243.449,6243.564,6239.938,6240.368,150,6241.383726071963,,6239.938,,,
6240.273,6243.312,6240.271,6243.312,150,6242.654702515467,,,,,
6243.002,6244.037,6241.597,6243.871,150,6244.575686362317,,,,,
6243.825,6246.58,6242.554,6246.359,150,6245.693583252749,,,,K,
6246.213,6247.792,6245.259,6246.32,149,6245.809804682267,6247.792,,,K,
6246.182,6246.185,6242.71,6243.285,150,6244.654361823339,,,,K,
6243.15,6244.435,6242.598,6243.288,149,6242.621118991439,,,,K,
6243.438,6243.843,6239.599,6241.783,150,6241.3591266642225,,,,K,
6241.757,6242.61,6240.539,6240.876,150,6241.3038027983,,6240.539,,K,
6241.065,6243.396,6240.97,6242.781,149,6242.815076724622,,,,,
6242.702,6243.882,6240.792,6243.882,150,6244.505275674482,,,,,
6244.027,6247.861,6243.993,6247.099,150,6245.788158431093,,,,L,
6246.876,6246.99,6243.841,6245.515,150,6245.954801990098,6246.99,,,L,
6245.502,6246.436,6243.861,6244.03,150,6244.455818412417,,,,L,
6244.14,6244.224,6241.217,6243.534,150,6243.290241349686,,,,L,
6243.422,6243.713,6241.101,6242.042,150,6242.207890158529,,,,L,
6241.764,6244.031,6241.307,6241.77,148,6241.648842776705,,,,L,
6241.717,6243.375,6241.078,6241.772,148,6241.351680305341,,6241.078,,L,
6241.887,6242.193,6239.643,6241.063,150,6241.35423394648,,,,L,
6241.201,6242.074,6240.458,6240.902,147,6241.806059764168,,,,L,
6240.873,6243.957,6240.873,6243.901,150,6242.523637499981,,,,,
6243.96,6244.512,6242.035,6242.308,150,6242.957555254685,,,,,
6242.317,6244.011,6241.938,6244.005,150,6243.639699553985,,,,,
6244.146,6245.66,6243.472,6243.933,149,6244.618542736013,,,,,
6244.124,6247.428,6244.119,6247.307,150,6246.580678285667,,,,,
6247.245,6248.773,6245.222,6248.5,150,6249.162957326961,,,,,
6248.765,6252.712,6248.522,6251.781,150,6251.333780048467,,,,,
6251.777,6253.79,6251.289,6251.45,150,6251.702014669507,6253.79,,,M,
6251.511,6252.07,6249.531,6250.834,149,6250.338844256432,,,,M,
6250.805,6251.158,6247.439,6248.165,149,6248.380077800887,,,,M,
6248.385,6248.56,6244.524,6247.014,150,6247.222547177776,,,,M,
6246.912,6248.535,6245.221,6245.732,148,6246.367283750748,,,,M,
6245.848,6248.726,6245.633,6246.524,150,6245.723080493301,,,,M,
6246.532,6246.84,6245.005,6245.103,150,6244.1262103898325,,,,M,
6245.149,6245.609,6240.572,6240.816,149,6242.477338671084,,,G,M,
6241.193,6242.319,6240.802,6241.398,149,6241.063144163241,,,G,,
6241.759,6241.777,6240.227,6241.199,150,6240.799009555647,,6240.227,G,,
6241.345,6242.149,6240.546,6241.473,150,6241.545211332369,,,G,,
6241.41,6243.128,6240.742,6242.165,150,6242.202527794797,,,G,,
6242.154,6243.746,6240.55,6241.8,149,6242.172821508632,,,G,,
6241.745,6242.48,6239.94,6242.48,149,6241.605493873772,,,G,,
6242.349,6243.62,6241.255,6241.792,150,6242.258491450758,,,G,,
6241.483,6242.609,6240.14,6242.609,148,6243.151784087617,,,G,,
6242.448,6246.249,6242.053,6244.641,149,6244.271891908178,,,G,,
6244.668,6245.064,6243.702,6244.534,150,6244.520221696812,6245.064,,,,
6244.497,6245.8,6242.865,6244.486,150,6243.369087089338,,,,,
6244.53,6244.53,6240.571,6240.571,149,6242.244250637729,,,,,
6240.436,6242.134,6238.978,6242.134,150,6241.468599809987,,6238.978,,,
6242.259,6244.106,6240.911,6241.537,150,6241.923359669925,,,,,
6241.707,6243.132,6240.762,6242.893,150,6242.253203794248,6243.132,,,,
6242.701,6242.792,6240.873,6241.873,150,6241.849158027694,,,,N,
6241.852,6242.07,6239.055,6239.055,150,6239.757419301335,,,,N,
6239.298,6239.403,6236.312,6238.799,150,6237.826379053886,,,,N,
6239.036,6239.699,6236.196,6236.196,149,6237.177659172397,,,,N,
6235.892,6237.443,6234.232,6236.888,150,6236.6319732120255,,,,N,
6237.099,6237.487,6235.613,6236.281,150,6236.388455780357,,,,N,
6236.283,6237.379,6235.081,6237.148,150,6235.713358459125,,,,N,
6237.243,6237.44,6232.78,6232.825,150,6234.753151298121,,6232.78,,N,
6232.878,6235.98,6232.878,6235.399,150,6234.772178219641,,,,N,
6235.751,6236.703,6234.948,6235.632,150,6235.170908735141,,,,N,
6235.353,6237.725,6234.49,6235.775,150,6236.235369900709,,,,N,
6235.648,6237.661,6234.447,6236.883,150,6236.869704669774,6237.661,,,N,
6237.108,6238.298,6236.371,6236.695,150,6236.293275540755,,,,N,
6236.632,6236.94,6232.741,6233.921,150,6234.779044958083,,,,N,
6233.733,6235.129,6233.114,6234.569,149,6233.192061111197,,,,N,
6234.798,6235.445,6231.63,6232.167,150,6232.848884506047,,6231.63,,N,
6232.011,6234.127,6231.587,6233.66,149,6234.480262484043,,,,,
6233.742,6237.882,6232.359,6237.227,150,6236.8698563725675,,,,,
6237.007,6239.101,6236.625,6238.788,150,6238.1899744233,,,,,
6238.951,6240.673,6238.26,6239.541,150,6238.348081570959,,,,,
6239.575,6239.779,6235.495,6235.495,150,6238.381118857275,,,,,
6235.153,6239.161,6235.153,6238.859,150,6237.5526945741785,,6235.153,H,,
6238.772,6239.556,6237.953,6239.078,149,6238.425459953001,,,H,,
6239.377,6240.556,6239.006,6240.556,150,6240.52785731444,,,H,,
6240.447,6241.309,6239.494,6240.852,150,6242.2463297869845,,,H,,
6240.996,6243.495,6240.927,6243.364,150,6243.216109299599,,,H,,
6243.432,6247.145,6242.674,6245.72,150,6243.248721360447,6247.145,,H,,
6245.82,6245.878,6240.468,6240.927,149,6243.2360144012355,,,,,
6240.949,6242.492,6240.245,6242.492,150,6242.6474989887365,,,,,
6242.321,6244.412,6241.254,6243.206,150,6242.26691411867,,,,,
6243.11,6243.381,6241.466,6241.68,150,6241.844292231514,,,,,
6241.756,6243.358,6240.06,6241.747,149,6241.4651644889245,,,,,
6241.736,6242.387,6240.192,6240.192,150,6240.778952616621,,,,,
6240.564,6241.939,6239.723,6240.342,149,6240.358949789919,,6239.723,I,,
6240.073,6243.665,6240.073,6242.275,150,6241.801181853274,,,I,,
6242.394,6243.677,6241.517,6242.645,150,6242.969886120197,,,I,,
6243.225,6243.876,6241.271,6243.557,150,6243.548497238721,6243.876,,I,,
6243.652,6244.873,6242.639,6243.662,149,6243.506563061853,,,I,,
6243.885,6244.982,6242.7,6242.94,150,6242.516026112185,,,,O,
6243.016,6243.459,6240.861,6240.973,150,6242.123335978956,,,,O,
6240.925,6242.53,6239.799,6241.645,150,6241.040216043682,,,,O,
6241.583,6242.191,6239.427,6239.818,150,6239.510923541499,,,,O,
6239.426,6240.071,6236.412,6237.916,150,6237.997485124649,,,,O,
6238.09,6238.712,6236.059,6236.098,150,6236.076849911518,,,,O,
6236.101,6236.74,6233.972,6233.972,150,6235.149502758565,,,,O,
6233.562,6236.544,6233.414,6236.226,150,6234.46569147852,,,,O,
6236.556,6238.065,6233.342,6233.342,150,6234.323885717325,,,,O,
6233.029,6236.118,6232.764,6234.567,149,6234.2968983704495,,6232.764,,,
6234.68,6235.71,6233.411,6234.983,150,6234.734050207801,,,,,
6234.783,6236.338,6234.494,6234.689,150,6235.855558351435,,,,,
6234.833,6239.498,6234.291,6239.154,150,6237.587564812394,,,,,
6238.978,6238.978,6235.539,6237.49,150,6238.569277694224,6238.978,,,,
6237.499,6238.783,6237.214,6238.669,150,6238.14680791369,,,,,
6238.565,6239.708,6237.492,6237.618,149,6237.45559146471,,,,P,
6237.52,6237.52,6233.974,6234.766,149,6235.61583402784,,,,P,
6234.967,6234.967,6231.289,6233.125,150,6232.918732668597,,,,P,
6232.907,6233.201,6230.098,6230.777,150,6229.579364113312,,,,P,
6231.052,6231.129,6224.849,6225.376,150,6226.109006865083,,,,P,
6225.145,6225.48,6222.218,6222.91,149,6223.815309194033,,,,P,
6222.826,6224.598,6221.893,6222.069,150,6221.578471261844,,,,P,
6222.263,6222.263,6220.019,6220.63,150,6219.73413366613,,,,P,
6220.702,6220.998,6217.519,6217.606,150,6217.90276470685,,,,P,
6217.837,6217.843,6215.025,6215.249,150,6216.131169337563,,,J,P,
6215.281,6216.87,6214.748,6216.031,149,6215.494426976626,,6214.748,J,P,
6216.32,6219.024,6216.208,6217.024,150,6216.632927986051,,,J,P,
6217.099,6218.6,6215.458,6218.6,150,6219.139907659997,,,J,P,
6218.593,6221.148,6218.273,6221.148,150,6221.291733612084,6221.148,,J,P,
6220.98,6222.34,6220.314,6221.456,150,6221.289002827329,,,J,P,
6221.397,6222.809,6219.722,6220.657,149,6219.786970656292,,,,P,
6220.848,6221.777,6217.765,6217.954,149,6218.221716517289,,,,P,
6217.933,6218.273,6214.433,6214.866,149,6216.683516759757,,,,P,
6215.073,6218.643,6214.683,6216.952,150,6215.752128551484,,,,P,
6216.99,6217.721,6215.356,6217.083,148,6215.5872451216965,,6215.356,,P,
6217.333,6217.393,6214.436,6214.436,150,6215.828050613664,,,,P,
6214.204,6216.903,6213.699,6215.604,150,6216.617480415708,,,K,,
6215.301,6219.319,6214.549,6219.319,149,6218.018753938229,,,K,,
6219.44,6220.153,6217.768,6219.89,150,6219.584177413622,,,K,,
6219.86,6221.668,6219.252,6220.704,150,6221.356537892617,,,K,,
