Symbol,Timeframe,Strategy,Wins,Losses,Neither,Consecutive SL,Final Balance,Win Rate,Max Drawdown Amount,Max Drawdown Percentage,Max Daily Drawdown,Worst Day
Volatility 50 (1s) Index,M5,AMSstrategy,7,11,3,7,11200,38.88888888888889,400,3.524229074889868,2.2026431718061676,2024-03-07
