Occurrence,Entry,Stop_Loss,Take_Profit,Result,Balance
2026-03-30 02:15:00,742.03,740.4,750.18,SL,975.0
2026-03-30 03:30:00,727.44,723.075,749.2650000000001,SL,950.0
2026-03-30 04:20:00,725.31,720.7249999999999,748.2350000000001,SL,925.0
2026-03-30 05:20:00,736.68,738.505,727.5549999999997,TP,1050.0
2026-03-30 07:35:00,717.17,709.595,755.0449999999996,SL,1025.0
2026-03-30 08:10:00,716.33,714.08,727.58,SL,1000.0
2026-03-30 08:35:00,725.28,727.9499999999999,711.9300000000002,TP,1125.0
2026-03-30 09:40:00,723.68,727.43,704.93,SL,1100.0
2026-03-30 10:55:00,708.11,705.1600000000001,722.8599999999997,SL,1075.0
2026-03-30 12:35:00,701.41,699.4200000000001,711.3599999999994,SL,1050.0
2026-03-30 17:45:00,692.16,688.3,711.46,TP,1175.0
2026-03-30 18:40:00,716.6,726.585,666.675,SL,1150.0
2026-03-30 21:05:00,729.15,734.13,704.2499999999999,SL,1125.0
2026-03-30 22:00:00,725.44,729.78,703.7400000000005,TP,1250.0
2026-03-30 23:20:00,708.47,705.985,720.8950000000001,SL,1225.0
2026-03-31 00:45:00,692.89,689.38,710.4399999999999,SL,1200.0
2026-03-31 02:40:00,683.98,681.02,698.7800000000002,SL,1175.0
2026-03-31 03:55:00,676.6,671.905,700.0750000000003,SL,1150.0
2026-03-31 05:45:00,694.88,698.9449999999999,674.5550000000003,TP,1275.0
2026-03-31 06:40:00,695.21,697.98,681.3600000000001,TP,1400.0
2026-03-31 09:40:00,664.53,667.4649999999999,649.8550000000002,TP,1525.0
2026-03-31 12:25:00,650.14,647.355,664.0649999999998,SL,1500.0
2026-03-31 14:35:00,631.65,628.385,647.9749999999999,SL,1475.0
2026-03-31 15:25:00,628.4,623.43,653.2500000000001,SL,1450.0
2026-03-31 16:45:00,626.77,623.5699999999999,642.7700000000002,SL,1425.0
2026-03-31 17:05:00,636.15,640.165,616.075,SL,1400.0
2026-03-31 21:40:00,627.3,625.425,636.675,SL,1375.0
2026-03-31 23:10:00,623.67,619.1199999999999,646.4200000000003,TP,1500.0
