Symbol,Timeframe,Strategy,Wins,Losses,Neither,Consecutive SL,Final Balance,Win Rate,Max Drawdown Amount,Max Drawdown Percentage,Max Daily Drawdown,Worst Day
Volatility 25 (1s) Index,M5,AMSstrategy,9,21,1,6,11200,30.0,300,2.941176470588235,2.4630541871921183,2024-04-11
