Occurrence,Entry,Stop_Loss,Take_Profit,Result,Balance
2026-03-02 03:30:00,2938.071,2938.888,2933.986,SL,975.0
2026-03-02 14:00:00,2906.37,2902.9605,2923.4174999999987,TP,1100.0
2026-03-02 23:25:00,2918.156,2921.4449999999997,2901.711000000001,TP,1225.0
2026-03-03 03:30:00,2913.096,2913.9625,2908.7634999999996,TP,1350.0
2026-03-03 05:50:00,2893.684,2890.178,2911.2140000000018,SL,1325.0
2026-03-03 06:35:00,2896.616,2893.614,2911.6259999999997,SL,1300.0
2026-03-03 10:45:00,2900.322,2897.0110000000004,2916.8769999999986,SL,1275.0
2026-03-03 13:55:00,2885.52,2881.224,2906.999999999999,SL,1250.0
2026-03-03 15:45:00,2881.709,2877.2865,2903.821499999998,SL,1225.0
2026-03-03 19:45:00,2887.532,2890.6230000000005,2872.0769999999984,TP,1350.0
2026-03-03 21:10:00,2872.735,2869.6995,2887.9125,SL,1325.0
2026-03-04 02:15:00,2876.861,2878.129,2870.5209999999997,SL,1300.0
2026-03-04 05:25:00,2869.755,2871.6630000000005,2860.2149999999983,SL,1275.0
2026-03-04 08:50:00,2866.98,2865.8365000000003,2872.6974999999984,SL,1250.0
2026-03-04 17:05:00,2853.708,2850.4139999999998,2870.1780000000017,SL,1225.0
2026-03-04 17:55:00,2848.875,2847.9725,2853.3875000000007,SL,1200.0
2026-03-04 23:45:00,2820.561,2816.4105,2841.313500000001,SL,1175.0
2026-03-05 02:05:00,2826.6,2822.763,2845.785,SL,1150.0
2026-03-05 06:00:00,2819.177,2814.0455,2844.8345,SL,1125.0
2026-03-05 06:40:00,2817.688,2814.4620000000004,2833.8179999999984,SL,1100.0
2026-03-05 07:25:00,2805.966,2803.77,2816.9459999999995,TP,1225.0
2026-03-05 11:20:00,2848.98,2851.293,2837.4149999999995,TP,1350.0
2026-03-05 13:20:00,2842.447,2843.2095,2838.634500000001,TP,1475.0
2026-03-05 23:55:00,2817.871,2816.371,2825.371,TP,1600.0
2026-03-06 01:05:00,2828.563,2829.4405,2824.1755,SL,1575.0
2026-03-06 02:15:00,2803.03,2801.516,2810.600000000001,SL,1550.0
2026-03-06 04:05:00,2823.747,2825.995,2812.5069999999996,SL,1525.0
2026-03-06 05:10:00,2813.755,2813.273,2816.165,SL,1500.0
2026-03-06 14:15:00,2840.307,2842.8615,2827.534499999999,TP,1625.0
2026-03-06 15:35:00,2826.891,2823.9785,2841.4534999999996,TP,1750.0
2026-03-06 17:45:00,2852.881,2853.6854999999996,2848.858500000001,TP,1875.0
