Symbol,Timeframe,Strategy,Wins,Losses,Neither,Consecutive SL,Final Balance,Win Rate,Max Drawdown Amount,Max Drawdown Percentage,Max Daily Drawdown,Worst Day
Drift Switch Index 20,M5,AMSstrategy,17,43,7,7,12100,28.333333333333332,350,3.3816425120772946,2.100840336134454,2024-07-06
