Symbol,Timeframe,Strategy,Wins,Losses,Neither,Consecutive SL,Final Balance,Win Rate,Max Drawdown Amount,Max Drawdown Percentage,Max Daily Drawdown,Worst Day
Drift Switch Index 30,M5,AMSstrategy,8,16,4,4,11200,33.33333333333333,200,1.82648401826484,2.3696682464454977,2024-02-08
