Symbol,Timeframe,Strategy,Wins,Losses,Neither,Consecutive SL,Final Balance,Win Rate
EURNOK,M5,AMSstrategy,42,65,2,8,13050,39.25233644859813
EURNOK,M5,AMSstrategy,42,65,2,8,13050,39.25233644859813
