time,open,high,low,close,tick_volume,spread,real_volume
2023-07-28 00:00:00,152.453,153.184,152.348,153.143,9846,0,0
2023-07-28 01:00:00,153.144,153.195,152.855,153.007,8369,0,0
2023-07-28 02:00:00,153.012,153.243,152.745,152.904,8758,0,0
2023-07-28 03:00:00,152.905,154.91,152.113,153.37,12595,0,0
2023-07-28 04:00:00,153.37,153.439,151.403,152.263,15398,0,0
2023-07-28 05:00:00,152.262,152.989,151.988,152.86,13627,0,0
2023-07-28 06:00:00,152.861,153.5,152.579,152.793,14292,0,0
2023-07-28 07:00:00,152.794,153.146,152.409,153.066,14983,0,0
2023-07-28 08:00:00,153.066,153.38,153.047,153.093,10705,0,0
2023-07-28 09:00:00,153.094,153.124,152.791,152.842,8549,0,0
2023-07-28 10:00:00,152.841,153.21,152.83,153.082,8044,0,0
2023-07-28 11:00:00,153.082,153.376,152.899,153.33,9120,0,0
2023-07-28 12:00:00,153.32,154.189,153.288,154.068,12132,0,0
2023-07-28 13:00:00,154.068,154.829,154.057,154.829,12715,0,0
2023-07-28 14:00:00,154.831,155.061,154.687,154.858,10791,0,0
2023-07-28 15:00:00,154.858,155.371,154.776,155.337,8250,0,0
2023-07-28 16:00:00,155.337,155.472,155.291,155.307,6853,0,0
2023-07-28 17:00:00,155.307,155.329,155.149,155.271,5939,0,0
2023-07-28 18:00:00,155.271,155.447,155.262,155.426,5196,0,0
2023-07-28 19:00:00,155.425,155.603,155.416,155.525,5389,0,0
2023-07-28 20:00:00,155.524,155.573,155.45,155.507,2763,0,0
2023-07-30 21:00:00,155.335,155.47,155.215,155.404,437,54,0
2023-07-30 22:00:00,155.428,155.523,155.26,155.293,4690,0,0
2023-07-30 23:00:00,155.301,155.386,155.16,155.165,4166,2,0
2023-07-31 00:00:00,155.164,155.328,155.108,155.3,7164,0,0
2023-07-31 01:00:00,155.297,156.109,155.222,155.905,8787,0,0
2023-07-31 02:00:00,155.908,156.12,155.784,156.114,7933,0,0
2023-07-31 03:00:00,156.113,156.256,155.998,156.092,5975,0,0
2023-07-31 04:00:00,156.092,156.286,156.017,156.15,5912,0,0
2023-07-31 05:00:00,156.15,156.275,156.102,156.165,6156,0,0
2023-07-31 06:00:00,156.165,156.505,155.905,156.409,7781,0,0
2023-07-31 07:00:00,156.407,156.763,156.316,156.668,10479,0,0
2023-07-31 08:00:00,156.669,157.2,156.564,157.124,8699,0,0
