time,open,high,low,close,tick_volume,spread,real_volume
2023-07-28 00:00:00,0.8581,0.85853,0.85799,0.85844,1542,0,0
2023-07-28 01:00:00,0.85844,0.85845,0.85796,0.85825,2128,0,0
2023-07-28 02:00:00,0.85825,0.85856,0.85803,0.85804,1990,0,0
2023-07-28 03:00:00,0.85804,0.85832,0.85771,0.85813,4237,0,0
2023-07-28 04:00:00,0.85813,0.85896,0.85781,0.85861,3894,0,0
2023-07-28 05:00:00,0.85861,0.85887,0.85716,0.85866,3571,0,0
2023-07-28 06:00:00,0.8587,0.8588,0.85746,0.85792,4914,0,0
2023-07-28 07:00:00,0.85793,0.85871,0.8568,0.85714,6661,0,0
2023-07-28 08:00:00,0.85714,0.85734,0.85552,0.85586,4738,0,0
2023-07-28 09:00:00,0.85586,0.8562,0.85539,0.85607,3579,0,0
2023-07-28 10:00:00,0.85607,0.85631,0.85532,0.85533,3297,0,0
2023-07-28 11:00:00,0.85533,0.85588,0.85497,0.85541,3560,0,0
2023-07-28 12:00:00,0.8554,0.85629,0.85512,0.85545,6004,0,0
2023-07-28 13:00:00,0.85545,0.85707,0.8554,0.857,6178,0,0
2023-07-28 14:00:00,0.857,0.8581,0.85667,0.85785,5297,0,0
2023-07-28 15:00:00,0.85785,0.85797,0.85749,0.85791,3265,0,0
2023-07-28 16:00:00,0.85792,0.85801,0.85634,0.85649,2284,0,0
2023-07-28 17:00:00,0.85649,0.8573,0.85645,0.85705,2426,0,0
2023-07-28 18:00:00,0.85704,0.85743,0.85678,0.85738,1911,0,0
2023-07-28 19:00:00,0.85737,0.85757,0.85715,0.85736,2158,0,0
2023-07-28 20:00:00,0.85736,0.85757,0.85716,0.85753,1629,0,0
2023-07-30 21:00:00,0.85659,0.85721,0.85599,0.85672,1423,37,0
2023-07-30 22:00:00,0.85662,0.85789,0.85662,0.85786,1443,0,0
2023-07-30 23:00:00,0.85786,0.85788,0.85749,0.85764,941,0,0
2023-07-31 00:00:00,0.85763,0.85767,0.85723,0.85724,1834,0,0
2023-07-31 01:00:00,0.85724,0.85762,0.85717,0.85718,1865,0,0
2023-07-31 02:00:00,0.85718,0.85725,0.85687,0.8569,1575,0,0
2023-07-31 03:00:00,0.85689,0.85705,0.85677,0.85697,1143,0,0
2023-07-31 04:00:00,0.85696,0.85705,0.85653,0.85658,1279,0,0
2023-07-31 05:00:00,0.85658,0.85693,0.85657,0.85686,1370,0,0
2023-07-31 06:00:00,0.85687,0.85689,0.85614,0.85643,2443,0,0
2023-07-31 07:00:00,0.85643,0.85733,0.85641,0.85712,4155,0,0
2023-07-31 08:00:00,0.85713,0.85874,0.85702,0.85847,3401,0,0
2023-07-31 09:00:00,0.85848,0.85868,0.85769,0.85799,3214,0,0
2023-07-31 10:00:00,0.85799,0.85885,0.85772,0.85772,2574,0,0
2023-07-31 11:00:00,0.85772,0.85795,0.85693,0.85735,2312,0,0
2023-07-31 12:00:00,0.85735,0.8582,0.85722,0.85798,4373,0,0
2023-07-31 13:00:00,0.85798,0.85907,0.85783,0.85859,4209,0,0
2023-07-31 14:00:00,0.8586,0.85909,0.8567,0.85714,4865,0,0
2023-07-31 15:00:00,0.85714,0.85749,0.85648,0.85713,3600,0,0
2023-07-31 16:00:00,0.85714,0.85714,0.85574,0.85603,1759,0,0
2023-07-31 17:00:00,0.85603,0.85637,0.85564,0.85627,1962,0,0
2023-07-31 18:00:00,0.85626,0.85714,0.85621,0.85676,1654,0,0
2023-07-31 19:00:00,0.85676,0.85688,0.85653,0.8567,1992,0,0
2023-07-31 20:00:00,0.8567,0.85681,0.85648,0.85657,659,0,0
2023-07-31 21:00:00,0.85638,0.85661,0.85604,0.85644,396,16,0
2023-07-31 22:00:00,0.85632,0.85691,0.85629,0.85688,816,0,0
2023-07-31 23:00:00,0.85688,0.85699,0.85684,0.85697,461,0,0
2023-08-01 00:00:00,0.85698,0.85712,0.8565,0.85655,1392,0,0
2023-08-01 01:00:00,0.85655,0.857,0.85648,0.85697,1434,0,0
2023-08-01 02:00:00,0.85696,0.85704,0.85669,0.85689,1171,0,0
2023-08-01 03:00:00,0.85689,0.85693,0.85668,0.85674,1196,0,0
2023-08-01 04:00:00,0.85678,0.85688,0.85618,0.85648,1079,0,0
2023-08-01 05:00:00,0.85648,0.85764,0.85641,0.85753,1610,0,0
2023-08-01 06:00:00,0.85753,0.85767,0.85662,0.85682,1760,0,0
2023-08-01 07:00:00,0.85682,0.85682,0.85538,0.85654,3465,0,0
2023-08-01 08:00:00,0.85654,0.85686,0.85546,0.85567,3532,0,0
2023-08-01 09:00:00,0.85567,0.85628,0.85504,0.85625,2462,0,0
2023-08-01 10:00:00,0.85625,0.85793,0.85625,0.85791,2531,0,0
2023-08-01 11:00:00,0.8579,0.8589,0.85775,0.85849,2897,0,0
2023-08-01 12:00:00,0.85849,0.85897,0.85827,0.85832,3593,0,0
2023-08-01 13:00:00,0.85832,0.85937,0.85825,0.85875,3576,0,0
2023-08-01 14:00:00,0.85871,0.86065,0.85865,0.86028,5989,0,0
2023-08-01 15:00:00,0.86028,0.86065,0.85978,0.86056,3205,0,0
2023-08-01 16:00:00,0.86056,0.86067,0.85961,0.8598,1502,0,0
2023-08-01 17:00:00,0.85981,0.85997,0.8596,0.85962,1409,0,0
2023-08-01 18:00:00,0.85962,0.85964,0.85918,0.85918,1103,0,0
2023-08-01 19:00:00,0.85916,0.85971,0.85908,0.85969,1059,0,0
2023-08-01 20:00:00,0.85966,0.85982,0.85945,0.85948,767,0,0
2023-08-01 21:00:00,0.85937,0.8614,0.85757,0.86098,1791,8,0
2023-08-01 22:00:00,0.86065,0.86082,0.85996,0.86032,1588,0,0
2023-08-01 23:00:00,0.86031,0.86099,0.86019,0.86029,1532,0,0
2023-08-02 00:00:00,0.86029,0.8606,0.86017,0.86033,1919,0,0
2023-08-02 01:00:00,0.86033,0.86038,0.85967,0.8598,1951,0,0
2023-08-02 02:00:00,0.8598,0.86014,0.85967,0.85996,1739,0,0
2023-08-02 03:00:00,0.85996,0.8604,0.8599,0.86005,1498,0,0
2023-08-02 04:00:00,0.86005,0.86009,0.85956,0.86002,1227,0,0
2023-08-02 05:00:00,0.86002,0.86081,0.85981,0.86075,2230,0,0
2023-08-02 06:00:00,0.86076,0.86091,0.86024,0.86034,2591,0,0
2023-08-02 07:00:00,0.86034,0.86057,0.85899,0.85911,3893,0,0
2023-08-02 08:00:00,0.85911,0.85918,0.85843,0.85897,3648,0,0
2023-08-02 09:00:00,0.85897,0.85937,0.85853,0.85934,3185,0,0
2023-08-02 10:00:00,0.85934,0.85974,0.85846,0.85886,2867,0,0
2023-08-02 11:00:00,0.85886,0.86014,0.85859,0.86014,2831,0,0
2023-08-02 12:00:00,0.86014,0.86146,0.86005,0.86135,5708,0,0
2023-08-02 13:00:00,0.86135,0.8629,0.86131,0.86215,4559,0,0
2023-08-02 14:00:00,0.86215,0.86252,0.86034,0.86139,5321,0,0
2023-08-02 15:00:00,0.86137,0.86143,0.86046,0.86052,3626,0,0
2023-08-02 16:00:00,0.86052,0.86067,0.86003,0.86049,2820,0,0
2023-08-02 17:00:00,0.86049,0.86066,0.85973,0.85994,1860,0,0
2023-08-02 18:00:00,0.85994,0.86038,0.85986,0.8603,2017,0,0
2023-08-02 19:00:00,0.8603,0.8606,0.85991,0.86041,1530,0,0
2023-08-02 20:00:00,0.8604,0.86064,0.86028,0.86028,679,0,0
2023-08-02 21:00:00,0.86032,0.86063,0.85919,0.86037,959,19,0
2023-08-02 22:00:00,0.86047,0.8607,0.86013,0.86064,532,1,0
2023-08-02 23:00:00,0.86064,0.86078,0.86027,0.8604,473,0,0
2023-08-03 00:00:00,0.8604,0.86062,0.86029,0.86048,1348,0,0
2023-08-03 01:00:00,0.86048,0.86059,0.86016,0.86018,1541,0,0
2023-08-03 02:00:00,0.86018,0.86044,0.86005,0.86012,1552,0,0
2023-08-03 03:00:00,0.86012,0.86015,0.85969,0.85973,1529,0,0
2023-08-03 04:00:00,0.85973,0.86031,0.85972,0.86006,1208,0,0
2023-08-03 05:00:00,0.86006,0.8609,0.85996,0.86083,1643,0,0
2023-08-03 06:00:00,0.86083,0.86155,0.86063,0.86066,2657,0,0
2023-08-03 07:00:00,0.86066,0.86101,0.85964,0.86055,4156,0,0
2023-08-03 08:00:00,0.86054,0.86186,0.85997,0.86186,3909,0,0
2023-08-03 09:00:00,0.86184,0.863,0.86164,0.86289,3121,0,0
2023-08-03 10:00:00,0.86289,0.86399,0.86289,0.86313,2698,0,0
2023-08-03 11:00:00,0.86317,0.86554,0.8626,0.86462,6574,0,0
2023-08-03 12:00:00,0.86462,0.86498,0.863,0.86311,6054,0,0
2023-08-03 13:00:00,0.8631,0.86374,0.86239,0.86246,4831,0,0
2023-08-03 14:00:00,0.86246,0.86275,0.86062,0.86115,6340,0,0
2023-08-03 15:00:00,0.86115,0.86153,0.8606,0.86143,3636,0,0
2023-08-03 16:00:00,0.86143,0.86184,0.8613,0.86131,2288,0,0
2023-08-03 17:00:00,0.86131,0.86171,0.861,0.86168,1788,0,0
2023-08-03 18:00:00,0.86168,0.86189,0.86147,0.86165,1483,0,0
2023-08-03 19:00:00,0.86165,0.86171,0.86132,0.86148,1371,0,0
2023-08-03 20:00:00,0.86146,0.86157,0.8612,0.8612,1173,0,0
2023-08-03 21:00:00,0.86066,0.86137,0.86032,0.8612,1352,21,0
2023-08-03 22:00:00,0.86122,0.86147,0.86122,0.8614,569,0,0
2023-08-03 23:00:00,0.8614,0.86149,0.86113,0.86121,486,0,0
2023-08-04 00:00:00,0.8612,0.86126,0.86087,0.86089,1919,0,0
2023-08-04 01:00:00,0.86088,0.86097,0.86028,0.86028,2142,0,0
2023-08-04 02:00:00,0.86028,0.8605,0.86016,0.86037,2053,0,0
2023-08-04 03:00:00,0.86036,0.8605,0.86013,0.86028,1706,0,0
2023-08-04 04:00:00,0.86029,0.86039,0.86012,0.86033,1152,0,0
2023-08-04 05:00:00,0.86033,0.86079,0.8603,0.86073,1721,0,0
2023-08-04 06:00:00,0.86074,0.86133,0.86072,0.8612,2104,0,0
2023-08-04 07:00:00,0.8612,0.86206,0.86108,0.86162,3324,0,0
2023-08-04 08:00:00,0.86162,0.86196,0.86123,0.86145,3320,0,0
2023-08-04 09:00:00,0.86146,0.86165,0.86098,0.86134,2319,0,0
2023-08-04 10:00:00,0.86134,0.86203,0.86122,0.86166,2712,0,0
2023-08-04 11:00:00,0.86166,0.86187,0.8614,0.86157,2154,0,0
2023-08-04 12:00:00,0.86157,0.86266,0.86102,0.8622,7952,0,0
2023-08-04 13:00:00,0.86218,0.86312,0.86205,0.86285,7817,0,0
2023-08-04 14:00:00,0.86284,0.86418,0.86276,0.86415,5900,0,0
2023-08-04 15:00:00,0.86414,0.8648,0.86347,0.86388,3254,0,0
2023-08-04 16:00:00,0.86387,0.86412,0.86324,0.86326,1819,0,0
2023-08-04 17:00:00,0.86326,0.86342,0.86244,0.86259,1612,0,0
2023-08-04 18:00:00,0.86259,0.86348,0.86255,0.86317,2924,0,0
2023-08-04 19:00:00,0.86317,0.86383,0.86316,0.86376,2157,0,0
2023-08-04 20:00:00,0.86375,0.86377,0.86349,0.86358,1177,0,0
2023-08-06 21:00:00,0.86219,0.86372,0.86219,0.86354,623,45,0
2023-08-06 22:00:00,0.86351,0.8636,0.86289,0.86293,1311,0,0
2023-08-06 23:00:00,0.86293,0.8632,0.86277,0.86301,1056,0,0
2023-08-07 00:00:00,0.86301,0.8633,0.86271,0.86292,1306,0,0
2023-08-07 01:00:00,0.86292,0.86322,0.86278,0.86293,1521,0,0
2023-08-07 02:00:00,0.86293,0.86321,0.8629,0.86314,1105,0,0
2023-08-07 03:00:00,0.86314,0.86334,0.8631,0.86324,862,0,0
2023-08-07 04:00:00,0.86324,0.86352,0.86315,0.8635,1315,0,0
