time,open,high,low,close,tick_volume,spread,real_volume
2023-07-28 00:00:00,13.03041,13.03124,13.01403,13.02945,1729,331,0
2023-07-28 00:15:00,13.02945,13.0333,13.02665,13.02669,984,483,0
2023-07-28 00:30:00,13.02664,13.03095,13.02214,13.02628,672,526,0
2023-07-28 00:45:00,13.02628,13.03036,13.01862,13.02684,889,495,0
2023-07-28 01:00:00,13.02683,13.03111,13.01494,13.02634,2705,572,0
2023-07-28 01:15:00,13.02665,13.03481,13.0175,13.018,3028,420,0
2023-07-28 01:30:00,13.018,13.0225,13.0127,13.01549,1165,281,0
2023-07-28 01:45:00,13.01549,13.02107,13.01185,13.02059,466,573,0
2023-07-28 02:00:00,13.02059,13.0245,13.016,13.0195,1993,230,0
2023-07-28 02:15:00,13.02,13.0235,13.01227,13.014,2098,260,0
2023-07-28 02:30:00,13.014,13.02513,13.01224,13.0225,812,330,0
2023-07-28 02:45:00,13.0225,13.02608,13.0175,13.018,552,865,0
2023-07-28 03:00:00,13.018,13.02,13.01341,13.0195,496,712,0
2023-07-28 03:15:00,13.02,13.0285,13.0145,13.022,882,224,0
2023-07-28 03:30:00,13.0225,13.037,13.00096,13.0105,1787,268,0
2023-07-28 03:45:00,13.01088,13.02741,13.00566,13.0081,4494,507,0
2023-07-28 04:00:00,13.00812,13.03369,13.00615,13.03022,3021,338,0
2023-07-28 04:15:00,13.03022,13.04393,13.02379,13.039,2993,348,0
2023-07-28 04:30:00,13.039,13.046,13.032,13.03886,2510,597,0
2023-07-28 04:45:00,13.03866,13.05024,13.0365,13.04427,2382,568,0
2023-07-28 05:00:00,13.04414,13.0525,13.03644,13.03946,1241,285,0
2023-07-28 05:15:00,13.03946,13.049,13.037,13.048,911,284,0
2023-07-28 05:30:00,13.048,13.054,13.00451,13.00912,2854,408,0
2023-07-28 05:45:00,13.00912,13.0175,12.9515,12.996,1862,94,0
2023-07-28 06:00:00,12.999,13.0135,12.99389,13.013,1362,184,0
2023-07-28 06:15:00,13.013,13.0305,13.01102,13.02746,1267,29,0
2023-07-28 06:30:00,13.02746,13.0305,13.0165,13.02585,1401,285,0
2023-07-28 06:45:00,13.02585,13.04394,13.0215,13.04311,1681,295,0
2023-07-28 07:00:00,13.04188,13.0545,13.01093,13.0425,3833,224,0
2023-07-28 07:15:00,13.0425,13.04998,13.027,13.0425,2346,88,0
2023-07-28 07:30:00,13.0425,13.06219,13.04209,13.04822,1476,74,0
2023-07-28 07:45:00,13.04822,13.07329,13.01884,13.063,1353,105,0
2023-07-28 08:00:00,13.0625,13.07302,13.05559,13.0585,1131,68,0
2023-07-28 08:15:00,13.0585,13.075,13.05423,13.074,1545,50,0
2023-07-28 08:30:00,13.073,13.08075,13.06539,13.07608,1505,57,0
2023-07-28 08:45:00,13.07608,13.08002,13.0653,13.06989,1075,94,0
2023-07-28 09:00:00,13.0699,13.07791,13.062,13.0716,707,69,0
2023-07-28 09:15:00,13.0716,13.07269,13.0545,13.0575,666,139,0
2023-07-28 09:30:00,13.0575,13.0581,13.043,13.04389,784,62,0
2023-07-28 09:45:00,13.04389,13.05047,13.03344,13.041,1181,23,0
2023-07-28 10:00:00,13.0405,13.0535,13.0363,13.05196,762,3,0
2023-07-28 10:15:00,13.052,13.0785,13.052,13.0775,1124,15,0
2023-07-28 10:30:00,13.077,13.08511,13.0746,13.0817,881,84,0
2023-07-28 10:45:00,13.0817,13.1045,13.08165,13.10012,943,143,0
2023-07-28 11:00:00,13.1005,13.1058,13.0925,13.093,850,7,0
2023-07-28 11:15:00,13.093,13.094,13.06401,13.0671,799,46,0
2023-07-28 11:30:00,13.06653,13.07357,13.05274,13.0557,991,165,0
2023-07-28 11:45:00,13.05544,13.05933,13.045,13.04617,720,40,0
2023-07-28 12:00:00,13.04599,13.06425,13.04566,13.06348,865,20,0
2023-07-28 12:15:00,13.0635,13.07299,13.05319,13.0561,1003,120,0
2023-07-28 12:30:00,13.05643,13.0875,13.04997,13.0765,1821,67,0
2023-07-28 12:45:00,13.0765,13.08415,13.07305,13.0801,1064,0,0
2023-07-28 13:00:00,13.0801,13.095,13.0765,13.0795,1365,33,0
2023-07-28 13:15:00,13.0795,13.09089,13.074770000000001,13.08695,1296,70,0
2023-07-28 13:30:00,13.0877,13.1066,13.0855,13.0943,1373,67,0
2023-07-28 13:45:00,13.0943,13.097,13.07165,13.07165,967,40,0
2023-07-28 14:00:00,13.07246,13.08611,13.0685,13.07079,1692,157,0
2023-07-28 14:15:00,13.07079,13.07488,13.05138,13.07397,1380,131,0
2023-07-28 14:30:00,13.07397,13.0844,13.06194,13.07751,872,50,0
2023-07-28 14:45:00,13.07751,13.08195,13.06644,13.0795,1061,159,0
2023-07-28 15:00:00,13.07965,13.09475,13.0726,13.07405,928,95,0
2023-07-28 15:15:00,13.07405,13.0766,13.06594,13.0678,798,5,0
2023-07-28 15:30:00,13.0675,13.07729,13.06623,13.0682,610,2,0
2023-07-28 15:45:00,13.0683,13.0746,13.0639,13.0735,661,111,0
2023-07-28 16:00:00,13.0735,13.0855,13.06915,13.0846,727,299,0
2023-07-28 16:15:00,13.0846,13.09379,13.08082,13.093,738,335,0
2023-07-28 16:30:00,13.093,13.0947,13.08867,13.0919,522,427,0
2023-07-28 16:45:00,13.0919,13.09911,13.09083,13.09237,694,263,0
2023-07-28 17:00:00,13.09237,13.09294,13.08326,13.08522,408,271,0
2023-07-28 17:15:00,13.08522,13.08866,13.08231,13.08345,397,263,0
2023-07-28 17:30:00,13.08345,13.09922,13.08099,13.0937,631,281,0
2023-07-28 17:45:00,13.0935,13.10105,13.087,13.0944,904,285,0
2023-07-28 18:00:00,13.0944,13.0993,13.09383,13.099,332,289,0
2023-07-28 18:15:00,13.099,13.10452,13.0971,13.0976,453,227,0
2023-07-28 18:30:00,13.0979,13.10494,13.09718,13.1004,303,243,0
2023-07-28 18:45:00,13.1004,13.10212,13.09266,13.095,567,2,0
2023-07-28 19:00:00,13.095,13.099,13.09354,13.097,537,290,0
2023-07-28 19:15:00,13.097,13.10942,13.0955,13.10551,439,208,0
2023-07-28 19:30:00,13.10551,13.10657,13.10374,13.10463,296,234,0
2023-07-28 19:45:00,13.10463,13.10821,13.10393,13.1054,332,219,0
2023-07-28 20:00:00,13.1054,13.1105,13.0999,13.1066,295,190,0
2023-07-28 20:15:00,13.1065,13.11248,13.104,13.1065,248,100,0
2023-07-28 20:30:00,13.1065,13.111,13.1038,13.1073,253,610,0
2023-07-28 20:45:00,13.1073,13.1073,13.09272,13.1025,206,700,0
2023-07-30 21:00:00,13.05698,13.05698,13.05318,13.05318,11,7654,0
2023-07-30 21:15:00,13.05318,13.05318,13.05318,13.05318,15,7734,0
2023-07-30 21:30:00,13.05318,13.05568,13.05318,13.05462,61,8063,0
2023-07-30 21:45:00,13.05457,13.05479,13.04804,13.05079,71,8632,0
2023-07-30 22:00:00,13.05043,13.10443,13.05043,13.09239,240,949,0
2023-07-30 22:15:00,13.09211,13.097,13.09065,13.09169,171,1200,0
2023-07-30 22:30:00,13.09169,13.0985,13.09117,13.0985,105,1100,0
2023-07-30 22:45:00,13.0985,13.0985,13.08221,13.09,94,1050,0
2023-07-30 23:00:00,13.09,13.095,13.08581,13.0935,77,1300,0
2023-07-30 23:15:00,13.0935,13.096,13.08711,13.095,76,1250,0
2023-07-30 23:30:00,13.0945,13.0955,13.08734,13.0923,104,970,0
2023-07-30 23:45:00,13.0923,13.097,13.09,13.0965,348,875,0
2023-07-31 00:00:00,13.0965,13.1039,13.094,13.099,590,621,0
2023-07-31 00:15:00,13.1,13.106,13.098,13.10003,590,500,0
2023-07-31 00:30:00,13.10003,13.10477,13.09564,13.1005,711,735,0
2023-07-31 00:45:00,13.101,13.11114,13.1,13.10815,540,341,0
2023-07-31 01:00:00,13.10815,13.10897,13.101,13.10185,598,440,0
2023-07-31 01:15:00,13.10181,13.10445,13.09949,13.10188,442,260,0
2023-07-31 01:30:00,13.10208,13.10414,13.09281,13.0988,1224,681,0
2023-07-31 01:45:00,13.0988,13.10361,13.094,13.10316,301,619,0
2023-07-31 02:00:00,13.10316,13.11424,13.10049,13.10625,503,472,0
2023-07-31 02:15:00,13.10625,13.11103,13.10459,13.11,340,489,0
2023-07-31 02:30:00,13.11,13.11173,13.10905,13.11172,244,574,0
2023-07-31 02:45:00,13.1122,13.11285,13.1085,13.11,475,643,0
2023-07-31 03:00:00,13.11,13.11685,13.1085,13.11194,1637,651,0
2023-07-31 03:15:00,13.11194,13.116,13.1104,13.11202,1034,349,0
2023-07-31 03:30:00,13.11212,13.11545,13.11065,13.11522,1007,615,0
2023-07-31 03:45:00,13.11476,13.1159,13.1105,13.11508,2569,530,0
2023-07-31 04:00:00,13.11508,13.1186,13.11075,13.11575,721,367,0
2023-07-31 04:15:00,13.11575,13.12045,13.1131,13.11759,576,400,0
2023-07-31 04:30:00,13.1181,13.12127,13.11665,13.11973,1026,399,0
2023-07-31 04:45:00,13.11938,13.12247,13.11803,13.12108,1167,386,0
2023-07-31 05:00:00,13.12153,13.12293,13.10741,13.10807,1865,218,0
2023-07-31 05:15:00,13.10807,13.11199,13.10483,13.10816,2291,214,0
2023-07-31 05:30:00,13.10808,13.116,13.10655,13.1134,1749,165,0
2023-07-31 05:45:00,13.11393,13.118,13.1075,13.1085,3133,250,0
2023-07-31 06:00:00,13.1085,13.11507,13.09816,13.1095,1731,227,0
2023-07-31 06:15:00,13.1095,13.1155,13.1043,13.11142,1622,143,0
2023-07-31 06:30:00,13.11103,13.11742,13.08685,13.10886,2004,23,0
2023-07-31 06:45:00,13.10883,13.12467,13.1008,13.1185,1197,76,0
2023-07-31 07:00:00,13.11816,13.12361,13.10446,13.10962,2309,161,0
2023-07-31 07:15:00,13.10962,13.10998,13.081,13.08231,1673,240,0
2023-07-31 07:30:00,13.08212,13.08431,13.06755,13.07977,1330,212,0
2023-07-31 07:45:00,13.07977,13.08046,13.0637,13.06646,793,219,0
2023-07-31 08:00:00,13.0669,13.1242,13.06424,13.095,1313,30,0
2023-07-31 08:15:00,13.095,13.1105,13.0825,13.0845,1222,18,0
2023-07-31 08:30:00,13.086,13.088,13.0746,13.08122,978,64,0
2023-07-31 08:45:00,13.08122,13.0815,13.05591,13.05759,864,15,0
2023-07-31 09:00:00,13.05641,13.07467,13.05452,13.069,952,81,0
2023-07-31 09:15:00,13.069,13.07612,13.062,13.06308,549,156,0
2023-07-31 09:30:00,13.06308,13.068,13.0545,13.056,645,90,0
2023-07-31 09:45:00,13.056,13.0575,13.03471,13.04535,893,33,0
2023-07-31 10:00:00,13.04535,13.04718,13.0291,13.03976,707,182,0
2023-07-31 10:15:00,13.03976,13.04896,13.02533,13.02658,939,174,0
2023-07-31 10:30:00,13.02658,13.04012,13.01972,13.02101,801,114,0
2023-07-31 10:45:00,13.02101,13.0344,13.018,13.03338,769,68,0
2023-07-31 11:00:00,13.03372,13.03422,13.0245,13.02851,630,103,0
2023-07-31 11:15:00,13.02871,13.03782,13.02676,13.03003,599,82,0
2023-07-31 11:30:00,13.03003,13.03322,13.0247,13.02483,649,47,0
2023-07-31 11:45:00,13.02483,13.03965,13.0246,13.0345,621,88,0
2023-07-31 12:00:00,13.03296,13.0405,13.02436,13.02436,941,85,0
2023-07-31 12:15:00,13.02407,13.02829,13.0015,13.002,1182,10,0
2023-07-31 12:30:00,13.0015,13.00713,12.98885,13.00259,1101,140,0
2023-07-31 12:45:00,13.00224,13.00654,12.99396,12.99947,947,9,0
2023-07-31 13:00:00,12.99962,13.00636,12.99044,12.9964,936,11,0
2023-07-31 13:15:00,12.9964,13.0183,12.9964,13.0094,877,95,0
2023-07-31 13:30:00,13.0094,13.017,12.98706,12.99724,1357,23,0
2023-07-31 13:45:00,12.99724,13.00454,12.98713,12.99606,1297,135,0
2023-07-31 14:00:00,12.99606,13.02091,12.991,13.0188,1225,4,0
2023-07-31 14:15:00,13.0188,13.02146,12.99969,13.0005,1001,75,0
2023-07-31 14:30:00,13.00074,13.0244,12.9962,13.00838,1330,73,0
2023-07-31 14:45:00,13.00853,13.02827,13.003,13.013,1600,149,0
2023-07-31 15:00:00,13.013,13.0188,12.99,12.99578,1022,78,0
2023-07-31 15:15:00,12.996,12.998,12.97946,12.98602,1099,31,0
2023-07-31 15:30:00,12.98602,12.99963,12.9847,12.9947,893,30,0
2023-07-31 15:45:00,12.9947,13.001,12.98911,12.99866,880,178,0
2023-07-31 16:00:00,13.0,13.00714,12.9965,13.00443,494,146,0
2023-07-31 16:15:00,13.00443,13.00567,13.00109,13.0043,417,284,0
2023-07-31 16:30:00,13.00456,13.01637,13.00293,13.01607,524,262,0
2023-07-31 16:45:00,13.0161,13.02371,13.01432,13.0215,598,91,0
2023-07-31 17:00:00,13.022,13.025,13.01728,13.02,1678,82,0
2023-07-31 17:15:00,13.02034,13.02514,13.01752,13.0188,1268,231,0
2023-07-31 17:30:00,13.01856,13.01905,13.01468,13.01647,560,303,0
2023-07-31 17:45:00,13.01647,13.01763,13.0088,13.01248,743,142,0
2023-07-31 18:00:00,13.01248,13.01628,13.00816,13.00816,975,212,0
