Symbol,Timeframe,Strategy,Wins,Losses,Neither,Consecutive SL,Final Balance,Win Rate,Max Drawdown Amount,Max Drawdown Percentage,Max Daily Drawdown,Worst Day
Volatility 10 Index,M5,Noir,0,13,1,11,305,0,180,37.11340206185567,3.4090909090909087,2024-07-08
